"";"Nível Territorial (Código)";"Nível Territorial";"Unidade de Medida (Código)";"Unidade de Medida";"Valor";"Brasil (Código)";"Brasil";"Variável (Código)";"Variável";"Trimestre Móvel (Código)";"Trimestre Móvel"
"52";"1";"Brasil";"38";"Reais";2835;"1";"Brasil";"5935";"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos";"201605";"mar-abr-mai 2016"
"53";"1";"Brasil";"38";"Reais";2806;"1";"Brasil";"5935";"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos";"201606";"abr-mai-jun 2016"
"54";"1";"Brasil";"38";"Reais";2813;"1";"Brasil";"5935";"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos";"201607";"mai-jun-jul 2016"
"55";"1";"Brasil";"38";"Reais";2838;"1";"Brasil";"5935";"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos";"201608";"jun-jul-ago 2016"
"56";"1";"Brasil";"38";"Reais";2829;"1";"Brasil";"5935";"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos";"201609";"jul-ago-set 2016"
"57";"1";"Brasil";"38";"Reais";2822;"1";"Brasil";"5935";"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos";"201610";"ago-set-out 2016"
"58";"1";"Brasil";"38";"Reais";2819;"1";"Brasil";"5935";"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos";"201611";"set-out-nov 2016"
"59";"1";"Brasil";"38";"Reais";2929;"1";"Brasil";"5935";"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos";"201612";"out-nov-dez 2016"
"60";"1";"Brasil";"38";"Reais";3202;"1";"Brasil";"5935";"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos";"201701";"nov-dez-jan 2017"
"61";"1";"Brasil";"38";"Reais";3230;"1";"Brasil";"5935";"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos";"201702";"dez-jan-fev 2017"
"62";"1";"Brasil";"38";"Reais";3160;"1";"Brasil";"5935";"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos";"201703";"jan-fev-mar 2017"
"63";"1";"Brasil";"38";"Reais";2887;"1";"Brasil";"5935";"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos";"201704";"fev-mar-abr 2017"
"64";"1";"Brasil";"38";"Reais";2865;"1";"Brasil";"5935";"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos";"201705";"mar-abr-mai 2017"
"65";"1";"Brasil";"38";"Reais";2846;"1";"Brasil";"5935";"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos";"201706";"abr-mai-jun 2017"
"66";"1";"Brasil";"38";"Reais";2856;"1";"Brasil";"5935";"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos";"201707";"mai-jun-jul 2017"
"67";"1";"Brasil";"38";"Reais";2864;"1";"Brasil";"5935";"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos";"201708";"jun-jul-ago 2017"
"68";"1";"Brasil";"38";"Reais";2877;"1";"Brasil";"5935";"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos";"201709";"jul-ago-set 2017"
"69";"1";"Brasil";"38";"Reais";2876;"1";"Brasil";"5935";"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos";"201710";"ago-set-out 2017"
"70";"1";"Brasil";"38";"Reais";2877;"1";"Brasil";"5935";"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos";"201711";"set-out-nov 2017"
"71";"1";"Brasil";"38";"Reais";2976;"1";"Brasil";"5935";"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos";"201712";"out-nov-dez 2017"
"72";"1";"Brasil";"38";"Reais";3252;"1";"Brasil";"5935";"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos";"201801";"nov-dez-jan 2018"
"73";"1";"Brasil";"38";"Reais";3279;"1";"Brasil";"5935";"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos";"201802";"dez-jan-fev 2018"
"74";"1";"Brasil";"38";"Reais";3184;"1";"Brasil";"5935";"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos";"201803";"jan-fev-mar 2018"
"75";"1";"Brasil";"38";"Reais";2928;"1";"Brasil";"5935";"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos";"201804";"fev-mar-abr 2018"
"76";"1";"Brasil";"38";"Reais";2918;"1";"Brasil";"5935";"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos";"201805";"mar-abr-mai 2018"
"77";"1";"Brasil";"38";"Reais";2914;"1";"Brasil";"5935";"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos";"201806";"abr-mai-jun 2018"
"78";"1";"Brasil";"38";"Reais";2914;"1";"Brasil";"5935";"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos";"201807";"mai-jun-jul 2018"
"79";"1";"Brasil";"38";"Reais";2931;"1";"Brasil";"5935";"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos";"201808";"jun-jul-ago 2018"
"80";"1";"Brasil";"38";"Reais";2916;"1";"Brasil";"5935";"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos";"201809";"jul-ago-set 2018"
